TEM_type,Tchm0,Tccm0,N0,I0,eta0,aTEM,aTE,Ncoup,hTEM,mTEM,prop,fin_type,hhm,deltahm,shaghm,dekvhm,ledhm,lbdNTEG,roNTEG,lbdOTEG,roOTEG,Lpolez,nTEMrowmax,rowmax,wbefdif,Thm0,Thmpr,wcment,Tcm0,Tcmpr,rtchmmax,rtcwmax,d,Ne,alphaGD,gDT
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,43.70089113889915,754.6725172241495,452.3206308473659,0.8531652750120109,292.1731819269006,354.079564615733,3888.452019740434,109146.90733672204,0.0421369787819919,3796.9452413208,2.495028516952983,0.2510321352663048
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,37.11840823596624,771.8062509259133,510.93019098799823,1.0559789356341185,316.8586639541312,404.7431625605262,2459.840965625948,53794.24010516159,0.0109397764928181,3999.8307218213495,1.538663023249044,0.166369757225844
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,37.6072436194525,712.7284139770909,551.8477536549851,0.9193445248834352,282.4479176054675,345.0396369913184,2059.7544262904635,93817.77698951736,0.0179101500850461,3916.6473609203554,2.1697786583436667,0.2109327489481871
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,43.5095769557616,633.8598092162136,453.6394749251184,0.9276754433772356,331.3957681920264,343.9027192840416,2807.415328995377,72309.42461142616,0.0029284315831712,3808.156618578954,2.4473123486022166,0.2492121919405285
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,29.26540039736352,790.7804202204004,536.1908018620906,1.1889233091851126,299.9216481513903,330.80796300923464,3906.349266187784,118084.77166505564,0.0031973076414448,2032.4167005434977,2.139808736090417,0.1804184970018989
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,Рп-22-2-7,0.0215,0.0006,0.0036,0.00527,0.0069,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,40.06750985963771,740.8576477474305,501.4286363395573,1.1996862782314044,330.33136128909007,416.0381508710352,2091.4691796531715,73032.26515658168,0.0323582088378042,3779.725011210293,2.007712514575013,0.2207394549327031
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,35.43465486290618,791.6331088730353,547.7443169847028,1.0491066267048192,315.9724355874781,381.6258938339357,2663.597254846166,104830.65157940716,0.0253973360954587,2612.8027984342466,2.373673318340426,0.2005375716569487
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-25",0.0311,0.0006,0.005,0.00772,0.025,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,36.95066048535547,663.1116584717441,460.8864809165764,0.995782902052066,330.14235669255135,417.7059086748339,2026.638142870985,62001.37048218383,0.0077764470377322,2073.2411976325875,2.0846456979908203,0.2750700753665699
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,25.806630249476243,707.572538185382,488.1443187940171,1.057711785849667,303.44911984136536,328.8518517635508,3021.662095186234,87649.60392136886,0.0293367057525035,3981.234824087157,1.9342244564001936,0.1961810528703401
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-25",0.0311,0.0006,0.005,0.00772,0.025,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,34.16020105917674,768.1030751515751,466.294607724101,1.1296882588315262,274.51273098588274,411.27490572531633,2907.326151093272,89095.5599100223,0.0401351778822239,2474.957634806592,2.0419281800019973,0.2677666708039997
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,Рп-27-2-9,0.0266,0.0006,0.00435,0.00658,0.0085,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,41.056241564484296,760.868065984117,600.9288809626313,1.0919772363883573,314.7321749290972,332.74542973482903,2239.0867468378697,95405.7894476968,0.039278761147923,3201.70764385496,2.1224489360795133,0.2774947114360797
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-27-2-9,0.0266,0.0006,0.00435,0.00658,0.0085,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,29.96905739919622,799.3392793282263,492.2147190683745,0.902421157340836,305.4874583416367,330.9089999054204,3769.649609846853,94856.9998390572,0.0020666651169612,1200.9939419302184,1.9789958587903484,0.2637808637898731
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,43.19291571585126,648.8477205498228,458.5527121426061,0.8083898405763669,276.07485337913425,393.4298674453495,3801.190395796087,102681.4272821447,0.0489280313289923,2215.9037022678885,2.380272798206554,0.2372804687827458
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-22-2-7,0.0215,0.0006,0.0036,0.00527,0.0069,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,49.53242609306366,781.4500011664895,498.0554685135662,0.9172635824111864,313.1314749328142,389.0513520484577,3592.943003998052,51852.77785273611,0.0473967179909796,3474.155900467048,1.8296887861812576,0.2398981030280882
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,22.17640926215963,684.9392940854416,514.7342516092755,0.8565174623989165,305.79934307840045,397.5163987786454,2819.4208548002616,50670.119180745896,0.0116543505022644,3351.711600004721,2.4132416994028905,0.2331736628226566
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,41.20073811998536,753.8197195462211,470.5331007644453,0.8699862056477444,319.6000259533232,366.2197790664516,3157.2745292169,119228.85456326716,0.0097628360192731,3701.680279348581,1.7306368841642177,0.2447555937533139
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,32.60740396029614,622.0091525012418,482.6582392390175,0.9969641329798412,315.2933115913909,356.2337355105328,2730.84101380598,110034.73988727356,0.0092942955813887,2626.2696594347417,2.14463514902003,0.2125253917004874
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,36.5134042808385,755.9581516554281,469.8568124558429,0.949640528656081,309.4514616743896,419.5404523183397,3774.395805749823,78342.50503436598,0.0354045723271722,1144.872276213588,2.0913664447353484,0.2417921943160325
