TEM_type,Tchm0,Tccm0,N0,I0,eta0,aTEM,aTE,Ncoup,hTEM,mTEM,prop,fin_type,hhm,deltahm,shaghm,dekvhm,ledhm,lbdNTEG,roNTEG,lbdOTEG,roOTEG,Lpolez,nTEMrowmax,rowmax,wbefdif,Thm0,Thmpr,wcment,Tcm0,Tcmpr,rtchmmax,rtcwmax,d,Ne,alphaGD,gDT
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,36.21374173681792,676.5341283000295,530.176850899225,1.0589918447636957,326.7514514704592,347.3127313753148,2911.0354538959145,81889.69205991234,0.0180068510763198,3383.140273806977,2.037222456914773,0.2458065210595496
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,29.342563880771472,740.9422934275094,496.83612291514817,1.1723033990529803,286.0994763635472,358.02074610255977,2045.739592745296,90138.58013307097,0.0159933650549786,3360.2598961106223,2.225191742084662,0.2783293477613161
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,21.25637735217905,717.0024217085469,469.7641549877187,1.191753319327976,288.2136801362549,299.742244758386,3566.0812945502494,116939.2106712297,0.0095425974113848,1400.2158154476251,1.891476303386021,0.2122632767990482
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,49.39218528589476,652.3659752599048,489.8143567011057,1.066060647327912,273.1045593350274,406.7684309827565,2810.0825628390226,102630.69841440512,0.0484006221158099,3167.711394212419,2.394946307408392,0.2636033102869761
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,Рп-22-2-7,0.0215,0.0006,0.0036,0.00527,0.0069,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,34.978673518376354,563.9963938573851,453.5736075598343,0.8149341089737534,330.9105203777165,365.8514847567556,2537.771532556223,106160.63490040712,0.0055194244685145,3852.6608970605607,1.7055274264896356,0.1929448191916128
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-22-2-7,0.0215,0.0006,0.0036,0.00527,0.0069,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,39.054727319001074,722.9451295191532,475.90432298917335,1.1387606169544426,310.6862591396549,410.974852094249,3552.990841373613,80466.87540495128,0.0087284436286881,3254.4249496178504,1.7080449620457685,0.2304202692147703
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,45.68795077055327,785.8457488962349,541.2809987234388,1.0796564146893337,327.3746244952416,400.6814231012981,2715.404155060143,61340.98017155093,0.0004214461976867,3921.271961703127,2.2863608289471333,0.2544439643441556
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,41.32827773547537,749.4517124278846,577.3142071564044,0.8507725061009479,299.8075694140378,360.2540486287291,2586.474715536512,86237.48842363864,0.0390456220639489,2753.0989345858634,2.1259396817299883,0.2266269734784619
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,Рп-27-2-9,0.0266,0.0006,0.00435,0.00658,0.0085,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,26.09756373145589,776.9667430650188,530.3505496557332,0.9895345071542212,298.41668686692765,319.5640339620545,3736.671620520022,79475.71111673496,0.0152658810760938,3673.019997355815,1.7195902051617278,0.1908337719038982
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,20.573029054377617,619.993509917263,469.83463710941726,1.064011107387253,297.60925393937544,336.7797461453387,3368.242769037776,71882.9326677019,0.0118471727682426,2742.96684832248,2.4854361903188127,0.2515470514747707
