TEM_type,Tchm0,Tccm0,N0,I0,eta0,aTEM,aTE,Ncoup,hTEM,mTEM,prop,fin_type,hhm,deltahm,shaghm,dekvhm,ledhm,lbdNTEG,roNTEG,lbdOTEG,roOTEG,Lpolez,nTEMrowmax,rowmax,wbefdif,Thm0,Thmpr,wcment,Tcm0,Tcmpr,rtchmmax,rtcwmax,d,Ne,alphaGD,gDT
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,37.42728354103461,741.2683228264174,461.1723053597938,0.923266483441062,330.4427180321267,363.72048404444615,3447.1632229300285,57041.87785212192,0.01758595946879,3268.077233825368,1.9327936900571905,0.1799114568872543
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,39.86501203856273,781.896628932192,488.4366072379169,1.0660312926415876,276.05619202141446,356.94389204921856,3700.125143350135,108816.71143802068,0.0493388996948811,1289.1957310444468,2.392102768816331,0.1995817205101666
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,40.93402904896186,774.0588476563939,462.5029267194609,0.8046380044631243,292.93749213505987,347.6438161861509,2191.4526198538947,93993.68536877584,0.0034828542152368,3176.40731358252,1.567751559001691,0.1760006254314064
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,29.061625324776035,668.3076977923049,484.04074288312296,0.8939132863257124,308.09663752975274,427.58704322982777,3723.329315460186,65882.04614422168,0.005709973948064,2112.6353421019867,2.2702567134415976,0.2706090792508969
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,Рп-22-2-7,0.0215,0.0006,0.0036,0.00527,0.0069,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,44.10069014991332,749.2997907726167,483.0956098081903,0.8171774552740743,282.670210564162,301.58293684094684,2811.3244870239496,71139.785343728,0.0103734998114685,3194.9652802178653,2.330358753864796,0.2472749728374457
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-25",0.0311,0.0006,0.005,0.00772,0.025,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,44.82438127012886,780.5062194064216,459.17691239722353,1.0357550974404468,275.52450047656987,341.89372248498063,2499.9159523689827,84669.27589577693,0.048881784084521,3327.7590976051724,1.7344371856805938,0.2459578402147079
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,47.54999497578001,754.5649124039837,479.3691241737364,1.1118433487874535,309.4306323144572,400.6439127320822,2695.156285407903,68110.96793365694,0.0269860310722372,3314.7499684947006,2.445744018799429,0.2742008491181743
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,37.34903084199292,784.3719533840331,464.4541239029237,0.833405714133313,273.6705802898791,408.63310032827775,3756.1280793817673,59230.84013558512,0.0302149281685587,2336.571289474738,1.6940135007202102,0.2660469169651179
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,41.92052212539024,612.105660059715,462.6536450866905,1.0219219589595203,321.85563535807404,340.9769927769953,2149.7835091902043,93956.13692855384,0.0081929575960943,3932.849342257449,1.5915297336136005,0.2334092922290253
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,38.971517486254974,625.632551311083,500.07428356272,0.9116598773375728,280.51373642186894,391.1873275820034,2011.972559882082,51695.91742917166,0.0004217202600792,3877.010258147352,1.7810847374565622,0.2480769209214441
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-27-2-9,0.0266,0.0006,0.00435,0.00658,0.0085,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,31.454303983737507,713.65736060603,480.7181180054459,0.9130860346881898,304.7843977411998,377.4321681443629,2131.236310954588,57975.750983222046,0.0382854587096468,2412.8393302381337,2.28644092869067,0.2745779703715272
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,Рп-27-2-9,0.0266,0.0006,0.00435,0.00658,0.0085,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,23.94083440023087,710.2680366561927,461.49471112958776,0.9783080261676224,279.1937945980729,321.3846955581379,2485.242989023271,100386.58701238118,0.0021447800323956,2516.2664132674004,1.9777404090091344,0.2381587076393571
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-22-2-7,0.0215,0.0006,0.0036,0.00527,0.0069,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,21.25172806072249,698.0808516858251,453.4207119927331,1.0697945525492056,294.82353137650307,382.945879753196,3453.3186623423708,52239.24421671921,0.042315306120948,3977.467392366998,1.7717164880738916,0.184172511193582
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,49.11183962929928,613.5527187054174,464.5443394165563,0.9233775375523292,297.0392120988631,409.65715043478815,3347.6675304649943,51203.52915014188,0.0018054942486953,3229.140497918445,1.69779934008711,0.239520025872001
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-27-2-9,0.0266,0.0006,0.00435,0.00658,0.0085,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,33.365551770093134,763.1722732233684,460.3692068220487,0.924297480705228,298.1883641126014,401.435306006419,2415.731773356069,64806.13692306968,0.039878826595928,2715.546256957801,1.8141769829941063,0.1714490717183528
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,26.55174013975813,778.2234082855779,512.061738426408,0.866094008664428,322.6053341653362,423.6071099153287,2885.2969257397244,60299.97707416708,0.0097949189484476,3666.384829917284,1.8735877126949525,0.2083891208504258
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,Рп-27-2-9,0.0266,0.0006,0.00435,0.00658,0.0085,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,34.79338199019165,753.0138126824748,523.8103548347472,1.0387562184958998,327.7398521822726,397.1670362612907,3203.538561309506,65063.12956172442,0.0291829444886127,3151.6843913142843,1.6745275443591834,0.2503959045082244
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,47.81531132828903,778.8399021064243,498.260445110999,0.8648303024456482,301.6808317588338,434.4009326780425,2069.065881222787,90500.18747482362,0.0487892781726778,3639.691497064362,1.851445343484705,0.181068184849677
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,37.36663166985467,797.9121683846065,555.9452260746525,0.86033818502279,286.97351370275555,367.9338486029177,2545.8716499664965,70200.06373778323,0.0430490385311055,3739.541155734838,1.8511101557290983,0.187491425432819
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,48.66457866005322,667.3213243134583,471.0189210882572,0.8965574995933779,308.2832436884916,403.8492608658463,3482.673813125807,81601.9041161963,0.0034535069374104,3177.530900624725,2.0692756110164874,0.2756527002312344
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,37.73598112313665,796.1122254546613,476.5747898002308,1.1936888459784856,307.4838058274492,350.8187173032137,3949.8816189539502,77359.86171387564,0.0322332755958253,1602.565686501429,2.3186435666336527,0.2730476630446673
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,49.74066727002356,783.8798160109103,588.4875499121281,0.9089134238785548,299.95012218243374,379.38778867270617,2712.305514954409,54585.444978114894,0.0181538858753576,2771.211077090916,1.6737332641826823,0.2372340973913791
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,37.674642436454384,729.4082493443627,509.4041287492917,1.1763237507257225,318.0107944198595,333.34796938684013,3692.87189332614,50169.05651029817,0.0476144902673933,3679.8573970247767,2.091527572778745,0.1756996839545544
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,36.446295731629945,784.2347833252948,464.96006772951785,1.0194296352897307,296.8720825396222,370.7714613969051,2329.2457000647487,104725.16712608928,0.006470837694504,1242.7320807944925,2.311498770320448,0.225342646939046
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,42.00744938029058,759.4610604214015,510.70426627225135,0.9544223683194932,322.2482059716379,417.3284601768418,3022.1595339849828,113882.7414924569,0.0237141776716731,3415.338729773407,1.671047066090294,0.1832621139648745
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-25",0.0311,0.0006,0.005,0.00772,0.025,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,48.18364941399202,725.2150615226112,482.35717507425977,1.0535220386427195,320.3153890281999,375.0876202715567,3628.5371326863424,79810.03569786093,0.0473941997336548,1766.6386316144312,1.825906312973271,0.2320240867876807
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,49.127098616250166,698.4613606015358,455.96380447856944,0.969253631561109,290.5962120871281,368.12554335573,3019.865926603491,58891.52591396496,0.0402508870314913,2752.8291295340537,1.8690845823398727,0.2753798785487555
